PL_NAME,SPEC_TYPE,AUTHORS,NUM_DATAPOINTS,INSTRUMENT,FACILITY,MINWAVELNG,MAXWAVELNG,MINTRANMID,MAXTRANMID,NOTE,rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,esi,habitability_category,planet_type,inferred_atmosphere
TYC 8998-760-1 c,Direct Imaging,Hoch et al. 2025,240,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.0646,11.986,,,Figure 1,38240.0,TYC 8998-760-1 c,TYC 8998-760-1,c,,,TIC 449888653,Gaia DR2 5864061893213196032,Gaia DR3 5864061893213196032,1.0,1.0,2.0,0.0,0.0,Imaging,2020.0,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..16B/abstract target=ref>Bohn et al. 2020</a>,2020-07,Ground,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,SPHERE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Published Confirmed,0.0,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..16B/abstract target=ref>Bohn et al. 2020</a>,,320.0,12.3299,1.1,1906.98,6.0,,,,,1906.98,6.0,Mass,,,,1240.0,,,,0.0,,,,,,,,,,,,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..16B/abstract target=ref>Bohn et al. 2020</a>,,,,1.0,,,,,0.0167,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m12.03s,201.3001096,-64d56m20.96s,-64.9391566,-2.30153,306.49947,-50.34529,231.79581,44.5987799,-40.8979,-17.788,94.6177,10.54,11.958,11.124,9.072,8.562,8.392,,,,,,8.283,8.305,8.155,8.025,10.6505,,10.0093,,2020-07-17,2020-07,2020-07-23,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5719348140564677,Marginally Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
TYC 8998-760-1 c,Direct Imaging,Hoch et al. 2025,941,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6025,5.3025,,,Figure 1,38240.0,TYC 8998-760-1 c,TYC 8998-760-1,c,,,TIC 449888653,Gaia DR2 5864061893213196032,Gaia DR3 5864061893213196032,1.0,1.0,2.0,0.0,0.0,Imaging,2020.0,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..16B/abstract target=ref>Bohn et al. 2020</a>,2020-07,Ground,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,SPHERE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Published Confirmed,0.0,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..16B/abstract target=ref>Bohn et al. 2020</a>,,320.0,12.3299,1.1,1906.98,6.0,,,,,1906.98,6.0,Mass,,,,1240.0,,,,0.0,,,,,,,,,,,,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..16B/abstract target=ref>Bohn et al. 2020</a>,,,,1.0,,,,,0.0167,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m12.03s,201.3001096,-64d56m20.96s,-64.9391566,-2.30153,306.49947,-50.34529,231.79581,44.5987799,-40.8979,-17.788,94.6177,10.54,11.958,11.124,9.072,8.562,8.392,,,,,,8.283,8.305,8.155,8.025,10.6505,,10.0093,,2020-07-17,2020-07,2020-07-23,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5719348140564677,Marginally Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
TrES-1 b,Eclipse,Cubillos et al. 2014,5,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,16.0,,,eclipse depth taken from Abstract,38254.0,TrES-1 b,TrES-1,b,,,TIC 120757718,Gaia DR2 2098964849867337856,Gaia DR3 2098964849867337856,1.0,2.0,1.0,0.0,0.0,Transit,2004.0,<a refstr=ALONSO_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...613L.153A/abstract target=ref> Alonso et al. 2004 </a>,2004-10,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.03007,,12.66617,1.13,266.9772,0.84,,,,,266.9772,0.84,Mass,,0.0,,,90.0,,,0.0,,1.8,,10.48,,,,,115.2,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5230.0,0.85,1.04,0.02,[Fe/H],,4.57,,2.37,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m09.81s,286.0408755,+36d37m57.13s,36.632536,13.44081,67.46434,58.674,295.24217,38.1245166,-32.2068,-20.401,159.658,6.23464,12.352,11.424,10.294,9.887,9.819,,,,,,9.755,9.821,9.781,8.934,11.5565,,11.0248,,2018-04-25,2017-03,2018-04-26,1.0,35.0,2.0,0.0,4.0,0.0,0.0,0.797017454667367,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
TrES-1 b,Eclipse,Charbonneau et al. 2005,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,8.0,,,"Bright. temp from text, Section 4, 2nd para.",38254.0,TrES-1 b,TrES-1,b,,,TIC 120757718,Gaia DR2 2098964849867337856,Gaia DR3 2098964849867337856,1.0,2.0,1.0,0.0,0.0,Transit,2004.0,<a refstr=ALONSO_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...613L.153A/abstract target=ref> Alonso et al. 2004 </a>,2004-10,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.03007,,12.66617,1.13,266.9772,0.84,,,,,266.9772,0.84,Mass,,0.0,,,90.0,,,0.0,,1.8,,10.48,,,,,115.2,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5230.0,0.85,1.04,0.02,[Fe/H],,4.57,,2.37,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m09.81s,286.0408755,+36d37m57.13s,36.632536,13.44081,67.46434,58.674,295.24217,38.1245166,-32.2068,-20.401,159.658,6.23464,12.352,11.424,10.294,9.887,9.819,,,,,,9.755,9.821,9.781,8.934,11.5565,,11.0248,,2018-04-25,2017-03,2018-04-26,1.0,35.0,2.0,0.0,4.0,0.0,0.0,0.797017454667367,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
TrES-1 b,Eclipse,Deming et al. 2023,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,,,AOR = 20523.,38254.0,TrES-1 b,TrES-1,b,,,TIC 120757718,Gaia DR2 2098964849867337856,Gaia DR3 2098964849867337856,1.0,2.0,1.0,0.0,0.0,Transit,2004.0,<a refstr=ALONSO_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...613L.153A/abstract target=ref> Alonso et al. 2004 </a>,2004-10,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.03007,,12.66617,1.13,266.9772,0.84,,,,,266.9772,0.84,Mass,,0.0,,,90.0,,,0.0,,1.8,,10.48,,,,,115.2,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5230.0,0.85,1.04,0.02,[Fe/H],,4.57,,2.37,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m09.81s,286.0408755,+36d37m57.13s,36.632536,13.44081,67.46434,58.674,295.24217,38.1245166,-32.2068,-20.401,159.658,6.23464,12.352,11.424,10.294,9.887,9.819,,,,,,9.755,9.821,9.781,8.934,11.5565,,11.0248,,2018-04-25,2017-03,2018-04-26,1.0,35.0,2.0,0.0,4.0,0.0,0.0,0.797017454667367,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
TrES-1 b,Eclipse,Deming et al. 2023,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,AOR = 227.,38254.0,TrES-1 b,TrES-1,b,,,TIC 120757718,Gaia DR2 2098964849867337856,Gaia DR3 2098964849867337856,1.0,2.0,1.0,0.0,0.0,Transit,2004.0,<a refstr=ALONSO_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...613L.153A/abstract target=ref> Alonso et al. 2004 </a>,2004-10,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.03007,,12.66617,1.13,266.9772,0.84,,,,,266.9772,0.84,Mass,,0.0,,,90.0,,,0.0,,1.8,,10.48,,,,,115.2,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5230.0,0.85,1.04,0.02,[Fe/H],,4.57,,2.37,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m09.81s,286.0408755,+36d37m57.13s,36.632536,13.44081,67.46434,58.674,295.24217,38.1245166,-32.2068,-20.401,159.658,6.23464,12.352,11.424,10.294,9.887,9.819,,,,,,9.755,9.821,9.781,8.934,11.5565,,11.0248,,2018-04-25,2017-03,2018-04-26,1.0,35.0,2.0,0.0,4.0,0.0,0.0,0.797017454667367,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
TrES-2 b,Eclipse,Croll et al. 2010,1,Wide-field Infrared Camera (WIRCam),3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2.146,2.146,,,eclipse depth taken from Abstract,38272.0,TrES-2 b,TrES-2,b,,,TIC 399860444,Gaia DR2 2131314401800665344,Gaia DR3 2131314401800665344,1.0,2.0,1.0,0.0,0.0,Transit,2006.0,<a refstr=O_DONOVAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651L..61O/abstract target=ref> O'Donovan et al. 2006 </a>,2006-11,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.47063,,15.24424,1.36,473.5667,1.49,,,,,473.5667,1.49,Mass,,0.0,,,83.57,,,0.0,,1.6,,7.64,,,,,181.3,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5850.0,1.12,1.36,-0.15,[Fe/H],,4.43,,1.38,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,17.8079,79.84865,70.72951,304.82907,5.4639005,5.21852,1.61903,215.32,4.61543,11.855,11.254,10.232,9.92,9.846,,,,,,9.781,9.792,9.746,8.804,11.2819,,10.854,11.338,2018-04-25,2017-03,2018-04-26,9.0,45.0,4.0,0.0,5.0,2.0,0.0,0.7761903747711595,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
TrES-2 b,Eclipse,Christiansen et al. 2011,1,High Resolution Imager (HRI),Deep Impact spacecraft,0.65,0.65,,,Table 6,38272.0,TrES-2 b,TrES-2,b,,,TIC 399860444,Gaia DR2 2131314401800665344,Gaia DR3 2131314401800665344,1.0,2.0,1.0,0.0,0.0,Transit,2006.0,<a refstr=O_DONOVAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651L..61O/abstract target=ref> O'Donovan et al. 2006 </a>,2006-11,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.47063,,15.24424,1.36,473.5667,1.49,,,,,473.5667,1.49,Mass,,0.0,,,83.57,,,0.0,,1.6,,7.64,,,,,181.3,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5850.0,1.12,1.36,-0.15,[Fe/H],,4.43,,1.38,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,17.8079,79.84865,70.72951,304.82907,5.4639005,5.21852,1.61903,215.32,4.61543,11.855,11.254,10.232,9.92,9.846,,,,,,9.781,9.792,9.746,8.804,11.2819,,10.854,11.338,2018-04-25,2017-03,2018-04-26,9.0,45.0,4.0,0.0,5.0,2.0,0.0,0.7761903747711595,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
TrES-2 b,Eclipse,ODonovan et al. 2010,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2454070.048,2454324.522,Values from abstract,38272.0,TrES-2 b,TrES-2,b,,,TIC 399860444,Gaia DR2 2131314401800665344,Gaia DR3 2131314401800665344,1.0,2.0,1.0,0.0,0.0,Transit,2006.0,<a refstr=O_DONOVAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651L..61O/abstract target=ref> O'Donovan et al. 2006 </a>,2006-11,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.47063,,15.24424,1.36,473.5667,1.49,,,,,473.5667,1.49,Mass,,0.0,,,83.57,,,0.0,,1.6,,7.64,,,,,181.3,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5850.0,1.12,1.36,-0.15,[Fe/H],,4.43,,1.38,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,17.8079,79.84865,70.72951,304.82907,5.4639005,5.21852,1.61903,215.32,4.61543,11.855,11.254,10.232,9.92,9.846,,,,,,9.781,9.792,9.746,8.804,11.2819,,10.854,11.338,2018-04-25,2017-03,2018-04-26,9.0,45.0,4.0,0.0,5.0,2.0,0.0,0.7761903747711595,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
TrES-2 b,Eclipse,Deming et al. 2023,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2454324.7261,2454324.7261,"AOR = 23901184, date is start time.",38272.0,TrES-2 b,TrES-2,b,,,TIC 399860444,Gaia DR2 2131314401800665344,Gaia DR3 2131314401800665344,1.0,2.0,1.0,0.0,0.0,Transit,2006.0,<a refstr=O_DONOVAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651L..61O/abstract target=ref> O'Donovan et al. 2006 </a>,2006-11,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.47063,,15.24424,1.36,473.5667,1.49,,,,,473.5667,1.49,Mass,,0.0,,,83.57,,,0.0,,1.6,,7.64,,,,,181.3,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5850.0,1.12,1.36,-0.15,[Fe/H],,4.43,,1.38,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,17.8079,79.84865,70.72951,304.82907,5.4639005,5.21852,1.61903,215.32,4.61543,11.855,11.254,10.232,9.92,9.846,,,,,,9.781,9.792,9.746,8.804,11.2819,,10.854,11.338,2018-04-25,2017-03,2018-04-26,9.0,45.0,4.0,0.0,5.0,2.0,0.0,0.7761903747711595,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
TrES-2 b,Eclipse,Deming et al. 2023,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2454070.2901,2454070.2901,"AOR = 20956160, date is start time.",38272.0,TrES-2 b,TrES-2,b,,,TIC 399860444,Gaia DR2 2131314401800665344,Gaia DR3 2131314401800665344,1.0,2.0,1.0,0.0,0.0,Transit,2006.0,<a refstr=O_DONOVAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651L..61O/abstract target=ref> O'Donovan et al. 2006 </a>,2006-11,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.47063,,15.24424,1.36,473.5667,1.49,,,,,473.5667,1.49,Mass,,0.0,,,83.57,,,0.0,,1.6,,7.64,,,,,181.3,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5850.0,1.12,1.36,-0.15,[Fe/H],,4.43,,1.38,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,17.8079,79.84865,70.72951,304.82907,5.4639005,5.21852,1.61903,215.32,4.61543,11.855,11.254,10.232,9.92,9.846,,,,,,9.781,9.792,9.746,8.804,11.2819,,10.854,11.338,2018-04-25,2017-03,2018-04-26,9.0,45.0,4.0,0.0,5.0,2.0,0.0,0.7761903747711595,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
TrES-2 b,Transmission,Ranjan et al. 2014,10,Wide Field Camera 3,Hubble Space Telescope satellite,1.0965,1.6535,,,,38272.0,TrES-2 b,TrES-2,b,,,TIC 399860444,Gaia DR2 2131314401800665344,Gaia DR3 2131314401800665344,1.0,2.0,1.0,0.0,0.0,Transit,2006.0,<a refstr=O_DONOVAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651L..61O/abstract target=ref> O'Donovan et al. 2006 </a>,2006-11,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.47063,,15.24424,1.36,473.5667,1.49,,,,,473.5667,1.49,Mass,,0.0,,,83.57,,,0.0,,1.6,,7.64,,,,,181.3,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5850.0,1.12,1.36,-0.15,[Fe/H],,4.43,,1.38,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,17.8079,79.84865,70.72951,304.82907,5.4639005,5.21852,1.61903,215.32,4.61543,11.855,11.254,10.232,9.92,9.846,,,,,,9.781,9.792,9.746,8.804,11.2819,,10.854,11.338,2018-04-25,2017-03,2018-04-26,9.0,45.0,4.0,0.0,5.0,2.0,0.0,0.7761903747711595,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
TrES-2 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141,38272.0,TrES-2 b,TrES-2,b,,,TIC 399860444,Gaia DR2 2131314401800665344,Gaia DR3 2131314401800665344,1.0,2.0,1.0,0.0,0.0,Transit,2006.0,<a refstr=O_DONOVAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651L..61O/abstract target=ref> O'Donovan et al. 2006 </a>,2006-11,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.47063,,15.24424,1.36,473.5667,1.49,,,,,473.5667,1.49,Mass,,0.0,,,83.57,,,0.0,,1.6,,7.64,,,,,181.3,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5850.0,1.12,1.36,-0.15,[Fe/H],,4.43,,1.38,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,17.8079,79.84865,70.72951,304.82907,5.4639005,5.21852,1.61903,215.32,4.61543,11.855,11.254,10.232,9.92,9.846,,,,,,9.781,9.792,9.746,8.804,11.2819,,10.854,11.338,2018-04-25,2017-03,2018-04-26,9.0,45.0,4.0,0.0,5.0,2.0,0.0,0.7761903747711595,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
TrES-3 b,Eclipse,Christiansen et al. 2011,1,High Resolution Imager (HRI),Deep Impact spacecraft,0.65,0.65,,,Table 6,38299.0,TrES-3 b,TrES-3,b,,,TIC 116264089,Gaia DR2 4609131509318715136,Gaia DR3 4609131509318715136,1.0,1.0,1.0,0.0,0.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,2007-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=SOZZETTI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691.1145S/abstract target=ref> Sozzetti et al. 2009 </a>,1.30618581,0.02282,14.975,1.336,607.03,1.91,,,,,607.03,1.91,Mass,0.994,0.0,,,81.85,2454185.9104,HJD,1.0,0.84,2.739,,5.926,0.1655,,,,369.0,,,<a refstr=SOZZETTI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691.1145S/abstract target=ref> Sozzetti et al. 2009 </a>,,5650.0,0.829,0.928,-0.19,[Fe/H],-0.20412,4.4,0.9,2.304,1.5,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h52m06.99s,268.0291106,+37d32m46.78s,37.5463268,27.28979,63.34033,60.96358,266.77557,42.5832621,-24.5292,34.8088,231.337,4.29392,12.987,12.362,11.015,10.655,10.608,,,,,,10.568,10.611,10.543,8.652,12.1995,,11.7213,,2022-10-31,2009-02,2022-10-31,2.0,64.0,2.0,0.0,9.0,3.0,0.0,0.7653850029140465,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
